"ID","ClassName","LastEdited","Created","Title","Question","Description","AnswerFieldType","QuestionnaireID","SortOrder","TaskID"
96,"NZTA\SDLT\Model\Question","2020-03-02 11:45:17","2019-04-10 13:25:18","Remediation Report","Please provide the URL of your remediation report","<p>Please provide a link to your remediation report outlining the remediation work undertaken in response to the Penetration Test report. Please ensure this link is available to the Transport Agency Cyber Security team.</p>","input",0,6,8
97,"NZTA\SDLT\Model\Question","2019-04-11 08:44:24","2019-04-11 08:44:24","Endanger a Person","Could the public release of information used by this product endanger the safety of any persons?","i.e. The release/disclosure could potentially cause a person(s) physical harm or death","action",0,0,10
98,"NZTA\SDLT\Model\Question","2019-04-11 08:46:06","2019-04-11 08:46:06","Information Classification","Does this product have an information classification of Sensitive?","Click ""Yes"" if you know the Information Classification is Sensitive. Click ""No"" if you do not know the Information Classification, or it is something else","action",0,0,10
99,"NZTA\SDLT\Model\Question","2019-04-11 08:46:46","2019-04-11 08:46:46","Payments","Will this product accept financial payments in any form?","This includes credit cards, bank transfers, direct debits etc","action",0,0,10
100,"NZTA\SDLT\Model\Question","2019-04-11 08:47:47","2019-04-11 08:47:47","MVR/DLR Access","Does this product interact with MVR or DLR?","This product will either read from or write to MVR or DLR. This would likely be through some form of API access.","action",0,0,10
101,"NZTA\SDLT\Model\Question","2019-04-11 08:49:28","2019-04-11 08:49:28","Personally Identifiable Information","Will this product store, retrieve or transmit personally identifiable information (PII)?","Personally Identifiable Information is defined as names, addresses, email addresses, phone numbers, date of birth, time/location of individual or time/location of a vehicle registration plate","action",0,0,10
102,"NZTA\SDLT\Model\Question","2019-04-11 08:50:56","2019-04-11 08:50:56","Authentication Approach","Does this product use an authentication platform that is not Azure Active Directory, Active Directory or Okta?","This applies to third-party systems that require authentication of Transport Agency staff or Public on behalf of the Transport Agency.","action",0,0,10
103,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-11 08:56:38","Registered Head Office","Where is the registered head office for your organisation?","","input",0,2,6
104,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-11 08:58:26","Data Location","What countries are your cloud services delivered from?","Please list all of the countries where the Transport Agency may have cloud services deployed within your organisation's infrastructure located. Ensure you include all countries where Agency data will be transmitted, received or stored.","input",0,4,6
105,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-11 09:00:20","Data Jurisdictions","In which legal jurisdictions will the agency's data be stored and processed?","Please document the countries whose jurisdictions will cover the Agency's data. If the legal jurisdiction is covered by the country where the Agency data will be held, please note this.","input",0,5,6
106,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-11 09:01:29","Data Storage Choice","Does your organisation allow the Agency to specify the location(s) where the data can and cannot be stored and processed?","Within the list of countries you have provided as storage locations, will the Agency have the chance to choose where the data is located for each cloud product we deploy?","action",0,6,6
109,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-15 11:46:17","Previous Completed GCIO","Has this vendor previously completed a GCIO105?","Has this vendor previously completed a GCIO105 that would cover how this product is developed, deployed and maintained?","action",0,1,0
110,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-15 11:47:35","Previous GCIO105 Link","Please provide URL of previous GCIO105","Please ensure this link is within the Agencies Document Management System and is accessible by Cyber Security staff.","input",0,2,0
111,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-15 11:49:09","Alternate Document","Has this vendor supplied an alternate document that could be used in place of the GCIO105?","A vendor may have provided their own documentation that is equal to, or better than, the GCIO105. ","action",0,4,0
112,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-15 11:51:39","Alternate Document Link","Please provide a URL to the alternate assessment document","Please ensure this link is within the Agencies Document Management System and is accessible by Cyber Security staff.","input",0,5,0
113,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-15 11:52:37","Exemption","Has this vendor been given a GCIO105 exemption for this product?","Has this vendor been given a GCIO105 exemption for this product?","action",0,7,0
114,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-15 11:54:07","Exemption Link","Please provide a link to the exemption","Please provide a link to the exemption. If this is in an email, please store the email in the Agency's document management system and ensure the link is accessible to Cyber Security staff.","input",0,8,0
115,"NZTA\SDLT\Model\Question","2019-04-16 09:11:00","2019-04-16 09:10:38","Harm to Agency","Could the release of this information cause harm to the Agency?","Harm to the Agency could involve reputation or financial damage.","action",0,5,4
116,"NZTA\SDLT\Model\Question","2019-04-16 09:12:18","2019-04-16 09:11:52","Harm to Law Enforcement","Could the release of this information cause harm to the Law Enforcement?","Would the release of this information reduce the ability for Law Enforcement to do their job?","action",0,6,4
117,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-16 09:17:02","Previous GCIO105 Confirmation","Please confirm that you have provided a complete GCIO105","This confirmation will complete this task.","action",0,3,0
118,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-16 09:18:16","Alternate Document Confirmation","Please confirm that you have provided sufficient alternate information","","action",0,6,0
119,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-04-16 09:19:16","Exemption Confirmation","Please confirm that you have provided evidence of the GCIO105 exemption","This confirmation will complete this task.","action",0,9,0
120,"NZTA\SDLT\Model\Question","2019-04-16 11:59:43","2019-04-16 09:20:46","Create GCIO105","Create GCIO105","","action",0,3,0
121,"NZTA\SDLT\Model\Question","2019-04-16 11:59:46","2019-04-16 09:28:02","Create Information Classification","Create Information Classification","","action",0,4,0
122,"NZTA\SDLT\Model\Question","2019-04-16 09:47:57","2019-04-16 09:45:18","Exemption","Do you have an exemption from completing a penetration test?","An exemption from completing a penetration test and remediation maybe given by a Security Architect or Chief Information Security Officer (CISO)","action",0,2,8
123,"NZTA\SDLT\Model\Question","2019-04-16 09:47:57","2019-04-16 09:46:11","Exemption Link","Please provide a link to the exemption","Please provide a link to the exemption. If this is in an email, please store the email in the Agency's document management system and ensure the link is accessible to Cyber Security staff.","input",0,3,8
